Date,Time,Direction,Type,Occupancy,AdditionalData1,AdditionalData2
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,van,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,van,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,van,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,bus,100%,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,bus,20%,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,bus,20%,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,3,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,taxi,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,2,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,taxi,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,taxi,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,IN,car,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,van,1,Cloudy and windy,N/A
25-10-2023,10.55 am,OUT,car,1,Cloudy and windy,N/A
27-10-2022,09.55 am,Out,Taxi,1,Y,Y
27-10-2022,09.55 am,Out,Car,1,N,Y
27-10-2022,09.55 am,Out,Taxi,1,N,Y
27-10-2022,09.55 am,Out,Car,1,N,Y
27-10-2022,09.55 am,Out,Taxi,1,Y,Y
27-10-2022,09.55 am,Out,Car,1,N,Y
27-10-2022,09.55 am,Out,Taxi,1,N,Y
27-10-2022,09.55 am,Out,Car,1,N,Y
27-10-2022,09.55 am,Out,Car,1,N,Y
27-10-2022,09.55 am,Out,Bus,1,N,Y
27-10-2022,09.55 am,Out,Bus,1,N,Y
27-10-2022,09.55 am,Out,Van,1,N,Y
27-10-2022,09.55 am,Out,Car,2,N,Y
27-10-2022,10.00 am,Out,Van,1,N,Y
27-10-2022,10.00 am,Out,Van,1,N,Y
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.00 am,Out,Taxi,1,N,Y
27-10-2022,10.00 am,Out,Taxi,1,N,Y
27-10-2022,10.00 am,Out,Bus,1,N,N
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.00 am,Out,Bus,1,N,Y
27-10-2022,10.00 am,Out,Van,2,N,Y
27-10-2022,10.00 am,Out,Car,4,N,Y
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.00 am,Out,Taxi,1,N,Y
27-10-2022,10.00 am,Out,Taxi,1,N,Y
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.00 am,Out,Car,1,N,Y
27-10-2022,10.05 am,Out,Car,1,N,Y
27-10-2022,10.05 am,Out,Car,2,N,Y
27-10-2022,10.05 am,Out,Bus,10%,N,Y
27-10-2022,10.05 am,Out,Car,1,Y,Y
27-10-2022,10.05 am,Out,Car,1,N,N
27-10-2022,10.05 am,Out,Car,1,N,Y
27-10-2022,10.05 am,Out,Car,2,N,Y
27-10-2022,10.05 am,Out,Car,2,N,Y
27-10-2022,10.05 am,Out,Car,1,N,Y
27-10-2022,10.05 am,Out,Car,2,N,Y
27-10-2022,10.05 am,Out,Taxi,1,N,Y
27-10-2022,10.05 am,Out,Van,1,N,Y
27-10-2022,10.05 am,Out,Van,2,N,Y
27-10-2022,10.05 am,Out,Taxi,1,N,Y
27-10-2022,10.05 am,Out,Van,2,N,Y
27-10-2022,10.05 am,Out,Car,3,N,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Car,1,N,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Bus,10%,N,Y
27-10-2022,10.10 am,Out,Van,1,N,Y
27-10-2022,10.10 am,Out,Car,1,Y,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Car,2,Y,Y
27-10-2022,10.10 am,Out,Car,1,N,Y
27-10-2022,10.10 am,Out,Bus,5%,N,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Car,1,N,Y
27-10-2022,10.10 am,Out,Car,1,Y,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Bus,10%,N,Y
27-10-2022,10.10 am,Out,Taxi,1,N,Y
27-10-2022,10.10 am,Out,Car,1,N,Y
27-10-2022,10.10 am,Out,Car,2,N,Y
27-10-2022,10.10 am,Out,Car,4,N,Y
27-10-2022,10.10 am,Out,Car,4,N,Y
27-10-2022,10.15 am,Out,Car,2,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Car,1,N,N
27-10-2022,10.15 am,Out,Car,2,N,Y
27-10-2022,10.15 am,Out,Taxi,1,N,N
27-10-2022,10.15 am,Out,Van,1,N,N
27-10-2022,10.15 am,Out,Taxi,1,N,Y
27-10-2022,10.15 am,Out,Taxi,1,N,Y
27-10-2022,10.15 am,Out,Van,2,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Bus,5%,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Car,1,N,Y
27-10-2022,10.15 am,Out,Taxi,1,N,Y
27-10-2022,10.20 am,Out,Car,2,N,Y
27-10-2022,10.20 am,Out,Car,3,N,Y
27-10-2022,10.20 am,Out,Bus,10%,N,Y
27-10-2022,10.20 am,Out,Van,2,N,Y
27-10-2022,10.20 am,Out,Car,2,N,Y
27-10-2022,10.20 am,Out,Car,2,N,Y
27-10-2022,10.20 am,Out,Taxi,2,N,Y
27-10-2022,10.20 am,Out,Car,1,N,Y
27-10-2022,10.20 am,Out,Car,1,N,Y
27-10-2022,10.20 am,Out,Bus,1,N,N
27-10-2022,10.20 am,Out,Van,2,N,Y
27-10-2022,10.20 am,Out,Car,1,N,Y
27-10-2022,10.20 am,Out,Car,1,Y,Y
27-10-2022,10.20 am,Out,Bicycle,1,Y,Y
27-10-2022,10.20 am,Out,Bus,5%,N,N
25-10-2023,09.45 am,Out,Bus,1,Blue,Double
25-10-2023,09.45 am,Out,Bicycle,1,Black,Paddle
25-10-2023,09.45 am,Out,Bus,1,Blue,Double
25-10-2023,09.50 am,Out,Van,1,White,Not_applicable
25-10-2023,09.50 am,Out,Bus,5%,Blue,Double
25-10-2023,09.50 am,Out,Car,2,Grey,Hatchback
25-10-2023,09.50 am,Out,Bus,1,Blue,Double
25-10-2023,09.50 am,Out,Lorry,1,Orange,Not_applicable
25-10-2023,09.50 am,Out,Car,1,White,Sedan
25-10-2023,09.50 am,Out,Bus,1,Blue,Double
25-10-2023,09.50 am,Out,Car,2,Red,Suv
25-10-2023,09.50 am,Out,Car,2,White,Hatchback
25-10-2023,09.50 am,Out,Van,1,White,Not_applicable
25-10-2023,09.55 am,Out,Taxi,1,White,Sedan
25-10-2023,09.55 am,Out,Van,1,Blue,Not_applicable
25-10-2023,09.55 am,Out,Van,1,White,Not_applicable
25-10-2023,09.55 am,Out,Car,1,Blue,Hatchback
25-10-2023,09.55 am,Out,Car,1,White,Sedan
25-10-2023,09.55 am,Out,Car,1,Black,Hatchback
25-10-2023,09.55 am,Out,Car,2,Black,Sedan
25-10-2023,09.55 am,Out,Car,1,Blue,Sedan
25-10-2023,09.55 am,Out,Bus,10%,Green,Double
25-10-2023,09.55 am,Out,Bus,20%,Maroon,Double
25-10-2023,10.00 am,Out,Van,1,White,Not_applicable
25-10-2023,10.00 am,Out,Car,1,Black,Sedan
25-10-2023,10.00 am,Out,Lorry,1,White,Not_applicable
25-10-2023,10.00 am,Out,Car,2,Blue,Sedan
25-10-2023,10.00 am,Out,Bus,1,Blue,Double
25-10-2023,10.00 am,Out,Car,2,Red,Hatchback
25-10-2023,10.00 am,Out,Car,2,Black,Hatchback
25-10-2023,10.05 am,Out,Bus,20%,Red,Single
25-10-2023,10.05 am,Out,Bus,10%,Green,Double
25-10-2023,10.05 am,Out,Bus,10%,Green,Double
25-10-2023,10.05 am,Out,,1,White,Not_applicable
25-10-2023,10.05 am,Out,Car,3,Black,Sedan
25-10-2023,10.05 am,Out,Car,2,Red,Hatchback
25-10-2023,10.05 am,Out,Car,2,WHite,Hatchback
25-10-2023,10.10 am,Out,Car,1,Blue,Hatchback
25-10-2023,10.10 am,Out,Car,1,Grey,Suv
25-10-2023,10.10 am,Out,Car,2,Grey,Hatchback
25-10-2023,10.10 am,Out,Car,2,Silver,Suv
26-10-2023,08.50 am,IN,car,1,Male,Private
26-10-2023,08.50 am,IN,car,1,Male,Private
26-10-2023,08.50 am,IN,car,3,Male,Private
26-10-2023,08.50 am,IN,bus,100%,Male,Public
26-10-2023,08.50 am,IN,car,1,Male,Private
26-10-2023,08.51 am,IN,car,1,Male,Private
26-10-2023,08.51 am,IN,car,3,Male,Private
26-10-2023,08.51 am,IN,car,1,Male,Private
26-10-2023,08.51 am,IN,bus,100%,Male,Public
26-10-2023,08.51 am,IN,car,3,Female,Private
26-10-2023,08.52 am,IN,car,1,Male,Private
26-10-2023,08.52 am,IN,car,2,Male,Private
26-10-2023,08.52 am,IN,car,1,Female,Private
26-10-2023,08.52 am,IN,bicycle,1,Female,Private
26-10-2023,08.52 am,IN,scooter,1,Male,Rented
26-10-2023,08.52 am,IN,bus,75%,Male,Public
26-10-2023,08.53 am,IN,car,1,Female,Private
26-10-2023,08.53 am,IN,bus,75%,Male,Public
26-10-2023,08.53 am,IN,car,1,Male,Private
26-10-2023,08.53 am,IN,car,1,Male,Private
26-10-2023,08.53 am,IN,car,2,Female,Private
26-10-2023,08.53 am,IN,car,1,Male,Private
26-10-2023,08.53 am,IN,car,2,Male,Private
26-10-2023,08.54 am,IN,taxi,4,Female,Rented
26-10-2023,08.54 am,IN,car,1,Male,Private
26-10-2023,08.54 am,IN,car,3,Male,Private
26-10-2023,08.54 am,IN,car,1,Female,Private
26-10-2023,08.54 am,IN,car,1,Female,Private
26-10-2023,08.55 am,IN,bicycle,1,Male,Private
26-10-2023,08.55 am,IN,car,2,Male,Private
26-10-2023,08.55 am,IN,car,4,Male,Private
26-10-2023,08.55 am,IN,car,1,Male,Private
26-10-2023,08.56 am,IN,car,1,Male,Private
26-10-2023,08.56 am,IN,bicycle,1,Male,Private
26-10-2023,08.56 am,IN,bicycle,1,Female,Private
26-10-2023,08.56 am,IN,bus,75%,Male,Public
26-10-2023,08.56 am,IN,lorry,2,Male,Commercial
26-10-2023,08.56 am,IN,taxi,4,Male,Rented
26-10-2023,08.56 am,IN,car,1,Male,Private
26-10-2023,08.57 am,IN,car,1,Female,Private
26-10-2023,08.57 am,IN,car,1,Male,Private
26-10-2023,08.57 am,IN,car,1,Male,Private
26-10-2023,08.57 am,IN,car,3,Male,Private
26-10-2023,08.57 am,IN,car,1,Male,Private
26-10-2023,08.57 am,IN,car,2,Male,Private
26-10-2023,08.57 am,IN,car,2,Male,Private
26-10-2023,08.58 am,IN,car,4,Male,Private
26-10-2023,08.58 am,IN,car,1,Female,Private
26-10-2023,08.58 am,IN,car,1,Male,Private
26-10-2023,08.58 am,IN,car,2,Male,Private
26-10-2023,08.58 am,IN,car,3,Male,Private
26-10-2023,08.58 am,IN,car,2,Male,Private
26-10-2023,08.59 am,IN,car,2,Female,Private
26-10-2023,08.59 am,IN,motorbike,1,Male,Private
26-10-2023,08.59 am,IN,car,1,Male,Private
26-10-2023,08.59 am,IN,car,1,Male,Private
26-10-2023,08.59 am,IN,car,3,Male,Private
26-10-2023,09.00 am,IN,car,1,Male,Private
26-10-2023,09.00 am,IN,car,2,Female,Private
26-10-2023,09.00 am,IN,car,2,Male,Private
26-10-2023,09.00 am,IN,car,3,Male,Private
26-10-2023,09.01 am,IN,bicycle,1,Male,Private
26-10-2023,09.01 am,IN,bicycle,1,Male,Private
26-10-2023,09.01 am,IN,car,1,Female,Private
26-10-2023,09.02 am,IN,car,2,Male,Private
26-10-2023,09.02 am,IN,car,1,Male,Private
26-10-2023,09.02 am,IN,car,4,Male,Private
26-10-2023,09.02 am,IN,car,2,Female,Private
26-10-2023,09.02 am,IN,van,1,Male,Commercial
26-10-2023,09.03 am,IN,car,1,Male,Private
26-10-2023,09.03 am,IN,car,4,Male,Private
26-10-2023,09.03 am,IN,car,2,Male,Private
26-10-2023,09.03 am,IN,car,2,Female,Private
26-10-2023,09.03 am,IN,car,2,Female,Private
26-10-2023,09.03 am,IN,car,2,Male,Private
26-10-2023,09.03 am,IN,car,2,Male,Private
26-10-2023,09.03 am,IN,car,3,Female,Private
26-10-2023,09.04 am,IN,car,2,Male,Private
26-10-2023,09.04 am,IN,car,1,Female,Private
26-10-2023,09.04 am,IN,car,2,Female,Private
26-10-2023,09.04 am,IN,car,2,Male,Private
26-10-2023,09.04 am,IN,car,2,Male,Private
26-10-2023,09.04 am,IN,car,2,Male,Private
26-10-2023,09.04 am,IN,bicycle,1,Female,Private
26-10-2023,09.04 am,IN,car,2,Female,Private
26-10-2023,09.04 am,IN,car,1,Male,Private
26-10-2023,09.04 am,IN,car,1,Female,Private
26-10-2023,09.05 am,IN,bicycle,1,Male,Private
26-10-2023,09.05 am,IN,motorbike,1,Male,Private
26-10-2023,09.05 am,IN,car,1,Male,Private
26-10-2023,09.05 am,IN,car,2,Male,Private
26-10-2023,09.05 am,IN,car,2,Male,Private
26-10-2023,09.05 am,IN,car,2,Male,Private
26-10-2023,09.05 am,IN,car,2,Male,Private
26-10-2023,09.06 am,IN,car,2,Female,Private
26-10-2023,09.06 am,IN,bus,80%,Male,Public
26-10-2023,09.06 am,IN,car,1,Male,Private
26-10-2023,09.06 am,IN,car,1,Male,Private
26-10-2023,09.06 am,IN,motorbike,1,Male,Private
26-10-2023,09.06 am,IN,lorry,2,Male,Commercial
26-10-2023,09.06 am,IN,car,1,Female,Private
26-10-2023,09.06 am,IN,car,1,Female,Private
26-10-2023,09.06 am,IN,car,1,Male,Private
26-10-2023,09.06 am,IN,car,1,Male,Private
26-10-2023,09.06 am,IN,car,1,Male,Private
26-10-2023,09.07 am,IN,car,2,Male,Private
26-10-2023,09.07 am,IN,car,1,Male,Private
26-10-2023,09.07 am,IN,motorbike,1,Male,Private
26-10-2023,09.07 am,IN,bicycle,1,Female,Private
26-10-2023,09.07 am,IN,car,2,Male,Private
26-10-2023,09.07 am,IN,car,2,Male,Private
26-10-2023,09.07 am,IN,bus,50%,Male,Public
26-10-2023,09.07 am,IN,car,1,Male,Private
26-10-2023,09.08 am,IN,bicycle,1,Male,Private
26-10-2023,09.08 am,IN,bicycle,1,Male,Private
26-10-2023,09.08 am,IN,car,1,Male,Private
26-10-2023,09.08 am,IN,car,1,Male,Private
26-10-2023,09.08 am,IN,car,1,Female,Private
26-10-2023,09.08 am,IN,car,1,Male,Private
26-10-2023,09.09 am,IN,car,2,Female,Private
26-10-2023,09.09 am,IN,car,1,Male,Private
26-10-2023,09.09 am,IN,car,1,Male,Private
26-10-2023,09.09 am,IN,car,1,Male,Private
26-10-2023,09.09 am,IN,car,1,Male,Private
26-10-2023,09.09 am,IN,car,2,Male,Private
26-10-2023,09.09 am,IN,car,3,Female,Private
26-10-2023,09.10 am,IN,car,1,Male,Private
26-10-2023,09.10 am,IN,bicycle,1,Male,Private
26-10-2023,09.10 am,IN,bus,100%,Male,Public
26-10-2023,09.10 am,IN,car,1,Female,Private
26-10-2023,09.10 am,IN,car,2,Female,Private
26-10-2023,09.10 am,IN,car,2,Female,Private
26-10-2023,09.11 am,IN,car,1,Male,Private
26-10-2023,09.11 am,IN,car,1,Female,Private
26-10-2023,09.11 am,IN,taxi,3,Female,Rented
26-10-2023,09.11 am,IN,car,2,Male,Private
26-10-2023,09.11 am,IN,car,1,Female,Private
26-10-2023,09.11 am,IN,van,2,Male,Private
26-10-2023,09.11 am,IN,bicycle,1,Male,Private
26-10-2023,09.12 am,IN,bicycle,1,Male,Private
26-10-2023,09.12 am,IN,car,1,Female,Private
26-10-2023,09.12 am,IN,car,1,Male,Private
26-10-2023,09.12 am,IN,car,4,Female,Private
26-10-2023,09.12 am,IN,car,1,Male,Private
26-10-2023,09.12 am,IN,taxi,3,Male,Rented
26-10-2023,09.12 am,IN,car,2,Male,Private
26-10-2023,09.12 am,IN,car,2,Male,Private
26-10-2023,09.12 am,IN,car,3,Male,Private
26-10-2023,09.13 am,IN,bicycle,1,Male,Private
26-10-2023,09.13 am,IN,bus,50%,Male,Public
26-10-2023,09.13 am,IN,car,2,Female,Private
26-10-2023,09.13 am,IN,car,1,Female,Private
26-10-2023,09.13 am,IN,car,1,Male,Private
26-10-2023,09.13 am,IN,car,1,Male,Private
26-10-2023,09.13 am,IN,bus,25%,Male,Public
26-10-2023,09.13 am,IN,car,1,Male,Private
26-10-2023,09.13 am,IN,bus,60%,Male,Public
26-10-2023,09.14 am,IN,bicycle,1,Male,Private
26-10-2023,09.14 am,IN,car,2,Male,Private
26-10-2023,09.14 am,IN,motorbike,1,Male,Private
26-10-2023,09.14 am,IN,car,1,Male,Private
26-10-2023,09.14 am,IN,car,2,Female,Private
26-10-2023,09.14 am,IN,bus,50%,Male,Public
26-10-2023,09.15 am,IN,car,3,Male,Private
26-10-2023,09.15 am,IN,car,1,Female,Private
26-10-2023,09.15 am,IN,car,1,Female,Private
26-10-2023,09.15 am,IN,car,3,Male,Private
26-10-2023,09.15 am,IN,car,1,Male,Private
26-10-2023,09.16 am,IN,car,1,Male,Private
26-10-2023,09.16 am,IN,car,1,Male,Private
26-10-2023,09.16 am,IN,bus,75%,Male,Public
26-10-2023,09.16 am,IN,van,1,Female,Commercial
26-10-2023,09.16 am,IN,car,1,Male,Private
26-10-2023,09.16 am,IN,car,1,Female,Private
26-10-2023,09.16 am,IN,motorbike,1,Male,Private
26-10-2023,09.16 am,IN,motorbike,1,Male,Private
26-10-2023,09.17 am,IN,car,1,Male,Private
26-10-2023,09.17 am,IN,car,2,Male,Private
26-10-2023,09.17 am,IN,car,2,Male,Private
26-10-2023,09.17 am,IN,car,2,Male,Private
26-10-2023,09.17 am,IN,car,3,Male,Private
26-10-2023,09.17 am,IN,bus,90%,Male,Public
26-10-2023,09.18 am,IN,car,4,Female,Private
26-10-2023,09.18 am,IN,car,2,Female,Private
26-10-2023,09.18 am,IN,car,1,Female,Private
26-10-2023,09.18 am,IN,car,1,Female,Private
26-10-2023,09.18 am,IN,bus,100%,Male,Public
26-10-2023,09.19 am,IN,car,1,Male,Private
26-10-2023,09.19 am,IN,car,3,Male,Private
26-10-2023,09.19 am,IN,car,2,Male,Private
26-10-2023,09.19 am,IN,car,1,Male,Private
26-10-2023,09.19 am,IN,car,3,Male,Private
26-10-2023,09.19 am,IN,car,1,Female,Private
26-10-2023,09.19 am,IN,car,1,Male,Private
26-10-2023,09.20 am,IN,bus,25%,Male,Public
26-10-2023,09.20 am,IN,car,1,Female,Private
26-10-2023,09.20 am,IN,car,1,Male,Private
26-10-2023,09.20 am,IN,car,1,Male,Private
26-10-2023,09.20 am,IN,car,1,Male,Private
23-10-2023,10.20 am,out,taxi,1,N,N/A
23-10-2023,10.20 am,out,lorry,1,N,N/A
23-10-2023,10.20 am,out,lorry,1,N,N/A
23-10-2023,10.20 am,out,bus,9%,N,N/A
23-10-2023,10.25 am,out,lorry,1,N,N/A
23-10-2023,10.25 am,out,bus,36%,N,N/A
23-10-2023,10.25 am,out,car,1,N,N/A
23-10-2023,10.25 am,out,van,1,N,N/A
23-10-2023,10.25 am,out,car,1,N,N/A
23-10-2023,10.25 am,out,bus,2%,N,N/A
23-10-2023,10.25 am,out,car,1,N,N/A
23-10-2023,10.25 am,out,lorry,2,N,N/A
23-10-2023,10.25 am,out,bus,2%,N,N/A
23-10-2023,10.25 am,out,car,1,N,N/A
23-10-2023,10.30 am,out,van,1,N,N/A
23-10-2023,10.30 am,out,bus,7%,N,N/A
23-10-2023,10.30 am,out,bus,2%,N,N/A
23-10-2023,10.30 am,out,car,1,N,N/A
23-10-2023,10.30 am,out,car,1,N,N/A
23-10-2023,10.30 am,out,car,1,N,N/A
23-10-2023,10.35 am,out,van,1,N,N/A
23-10-2023,10.35 am,out,van,1,N,N/A
23-10-2023,10.35 am,out,car,1,N,N/A
23-10-2023,10.35 am,out,car,2,N,N/A
23-10-2023,10.35 am,out,bus,9%,N,N/A
23-10-2023,10.35 am,out,car,1,N,N/A
23-10-2023,10.35 am,out,car,1,N,N/A
23-10-2023,10.35 am,out,bus,2%,N,N/A
23-10-2023,10.35 am,out,bicycle,1,N,N/A
23-10-2023,10.35 am,out,car,1,N,N/A
23-10-2023,10.40 am,out,bus,2%,N,N/A
23-10-2023,10.40 am,out,lorry,1,N,N/A
23-10-2023,10.40 am,out,car,1,N,N/A
23-10-2023,10.40 am,out,car,2,N,N/A
23-10-2023,10.40 am,out,car,1,N,N/A
23-10-2023,10.40 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,bus,2%,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,taxi,1,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,lorry,1,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.45 am,out,car,1,N,N/A
23-10-2023,10.50 am,out,taxi,1,N,N/A
23-10-2023,10.50 am,out,bus,2%,N,N/A
23-10-2023,10.50 am,out,car,1,N,N/A
23-10-2023,10.50 am,out,car,1,N,N/A
23-10-2023,10.20 am,in,bus,36%,N,N/A
23-10-2023,10.20 am,in,car,1,N,N/A
23-10-2023,10.20 am,in,car,1,N,N/A
23-10-2023,10.20 am,in,motorbike,1,N,N/A
23-10-2023,10.20 am,in,car,1,N,N/A
23-10-2023,10.20 am,in,lorry,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,bicycle,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,van,1,N,N/A
23-10-2023,10.25 am,in,van,1,N,N/A
23-10-2023,10.25 am,in,car,2,N,N/A
23-10-2023,10.25 am,in,bus,45%,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,2,N,N/A
23-10-2023,10.25 am,in,car,3,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,2,N,N/A
23-10-2023,10.25 am,in,car,4,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.25 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,bus,27%,N,N/A
23-10-2023,10.30 am,in,car,2,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,2,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,van,1,N,N/A
23-10-2023,10.30 am,in,van,1,N,N/A
23-10-2023,10.30 am,in,bus,73%,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,bus,36%,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,lorry,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,2,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,1,N,N/A
23-10-2023,10.30 am,in,car,2,N,N/A
23-10-2023,10.30 am,in,bicycle,1,N,N/A
23-10-2023,10.35 am,in,car,2,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,van,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,bus,13%,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,2,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,2,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.35 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,2,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,Y,N/A
23-10-2023,10.40 am,in,car,2,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,2,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,van,1,N,N/A
23-10-2023,10.40 am,in,bus,55%,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,bus,55%,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,lorry,1,N,N/A
23-10-2023,10.40 am,in,car,2,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.40 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,van,1,N,N/A
23-10-2023,10.45 am,in,car,2,N,N/A
23-10-2023,10.45 am,in,car,3,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,bus,91%,N,N/A
23-10-2023,10.45 am,in,bus,64%,N,N/A
23-10-2023,10.45 am,in,lorry,1,N,N/A
23-10-2023,10.45 am,in,taxi,2,Y,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,taxi,2,N,N/A
23-10-2023,10.45 am,in,car,4,N,N/A
23-10-2023,10.45 am,in,car,2,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,2,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
23-10-2023,10.45 am,in,bus,100%,N,N/A
23-10-2023,10.45 am,in,car,1,N,N/A
