date,time,type,occupancy,direction,eco,elec
25-10,10.40 am,van,1,in,,
25-10,10.40 am,bus,80%,in,,
25-10,10.40 am,car,3,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,2,in,,
25-10,10.40 am,van,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,bus,70%,in,,
25-10,10.40 am,car,2,in,,
25-10,10.40 am,van,2,in,,
25-10,10.40 am,car,1,in,,
25-10,10.40 am,car,2,in,,
25-10,10.40 am,car,1,in,,
25-10,10.45 am,car,2,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,van,2,in,,
25-10,10.45 am,car,2,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,2,in,,
25-10,10.45 am,car,3,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,2,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,bicycle,1,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,4,in,,
25-10,10.45 am,car,1,in,,
25-10,10.45 am,car,2,in,,
25-10,10.50 am,bus,100%,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,4,in,,
25-10,10.50 am,car,3,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,bus,100%,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,van,1,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,3,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,5,in,,
25-10,10.50 am,car,2,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,3,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,car,3,in,,
25-10,10.50 am,car,1,in,,
25-10,10.50 am,bus,10%,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,bus,100%,in,,
25-10,10.55 am,car,5,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,3,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,van,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,3,in,,
25-10,10.55 am,van,2,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,bus,90%,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,1,in,,
25-10,10.55 am,car,2,in,,
25-10,10.55 am,van,2,in,,
25-10,11.00 am,van,1,in,,
25-10,11.00 am,car,2,in,,
25-10,11.00 am,car,2,in,,
25-10,11.00 am,bus,100%,in,,
25-10,11.00 am,car,2,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,3,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,3,in,,
25-10,11.00 am,car,2,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,1,in,,
25-10,11.00 am,car,2,in,,
24-10,10.25 am,car,1,out,,
24-10,10.25 am,car,1,out,,
24-10,10.30 am,car,2,out,,
24-10,10.30 am,car,1,out,,
24-10,10.30 am,car,2,out,,
24-10,10.30 am,car,1,out,,
24-10,10.00 am,bus,0%,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,bus,0%,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,bicycle,1,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,bus,5%,out,,
24-10,10.35 am,bus,5%,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,car,2,out,,
24-10,10.35 am,car,1,out,,
24-10,10.35 am,car,2,out,,
24-10,10.40 am,car,1,out,,
24-10,10.40 am,car,1,out,,
24-10,10.40 am,van,1,out,,
24-10,10.40 am,taxi,1,out,,
24-10,10.40 am,bus,10%,out,,
24-10,10.40 am,bus,5%,out,,
24-10,10.40 am,car,1,out,,
24-10,10.40 am,car,1,out,,
24-10,10.45 am,car,1,out,,
24-10,10.50 am,taxi,1,out,,
24-10,10.50 am,car,1,out,,
24-10,10.50 am,taxi,1,out,,
24-10,10.50 am,car,2,out,,
24-10,10.50 am,bus,0%,out,,
24-10,10.55 am,bus,2%,out,,
24-10,10.55 am,bus,15%,out,,
24-10,10.55 am,van,1,out,,
24-10,10.55 am,car,1,out,,
24-10,10.55 am,car,1,out,,
24-10,10.55 am,car,1,out,,
24-10,10.55 am,taxi,1,out,,
26-10,08.50 am,car,1,out,,
26-10,08.50 am,lorry,1,out,,
26-10,08.50 am,car,1,out,,
26-10,08.50 am,car,1,out,,
26-10,08.51 am,taxi,1,out,,
26-10,08.51 am,bus,15%,out,,
26-10,08.53 am,car,1,out,,
26-10,08.53 am,bus,0%,out,,
26-10,08.54 am,car,1,out,,
26-10,08.54 am,car,1,out,,
26-10,08.54 am,car,1,out,,
26-10,08.56 am,taxi,1,out,,
26-10,08.56 am,taxi,1,out,,
26-10,08.56 am,bus,15%,out,,
26-10,08.57 am,car,1,out,,
26-10,08.58 am,lorry,1,out,,
26-10,08.58 am,car,1,out,,
26-10,09.00 am,bus,15%,out,,
26-10,09.00 am,van,1,out,,
26-10,09.00 am,car,1,out,,
26-10,09.01 am,car,1,out,,
26-10,09.01 am,car,1,out,,
26-10,09.01 am,bus,10%,out,,
26-10,09.01 am,car,1,out,,
26-10,09.01 am,car,1,out,,
26-10,09.02 am,car,1,out,,
26-10,09.03 am,car,1,out,,
26-10,09.04 am,car,1,out,,
26-10,09.04 am,car,1,out,,
26-10,09.04 am,car,1,out,,
26-10,09.05 am,van,1,out,,
26-10,09.06 am,car,1,out,,
26-10,09.06 am,bus,15%,out,,
26-10,09.07 am,car,1,out,,
26-10,09.07 am,lorry,1,out,,
26-10,09.07 am,car,1,out,,
26-10,09.07 am,car,1,out,,
26-10,09.07 am,car,2,out,,
26-10,09.08 am,van,3,out,,
26-10,09.08 am,car,1,out,,
26-10,09.08 am,car,2,out,,
26-10,09.08 am,bus,15%,out,,
26-10,09.09 am,car,2,out,,
26-10,09.09 am,van,1,out,,
26-10,09.09 am,taxi,1,out,,
26-10,09.09 am,car,1,out,,
26-10,09.10 am,car,1,out,,
26-10,09.10 am,car,2,out,,
26-10,09.10 am,car,1,out,,
26-10,09.12 am,taxi,1,out,,
26-10,09.12 am,car,2,out,,
26-10,09.12 am,car,1,out,,
26-10,09.12 am,bus,20%,out,,
26-10,09.12 am,car,1,out,,
26-10,09.12 am,car,3,out,,
26-10,09.13 am,car,1,out,,
26-10,09.13 am,car,1,out,,
26-10,09.14 am,car,2,out,,
26-10,09.14 am,van,1,out,,
26-10,09.14 am,car,1,out,,
26-10,09.14 am,van,1,out,,
26-10,09.15 am,car,1,out,,
26-10,09.15 am,car,1,out,,
26-10,09.15 am,bus,0%,out,,
26-10,09.15 am,bus,10%,out,,
26-10,09.16 am,bus,20%,out,,
26-10,09.16 am,car,1,out,,
26-10,09.16 am,car,1,out,,
26-10,09.17 am,taxi,1,out,,
26-10,09.17 am,bus,0%,out,,
26-10,09.17 am,bus,0%,out,,
26-10,09.18 am,car,2,out,,
26-10,09.18 am,lorry,1,out,,
26-10,09.18 am,car,1,out,,
26-10,09.18 am,car,1,out,,
26-10,09.20 am,van,2,out,,
26-10,09.20 am,motorcycle,1,out,,
26-10,09.20 am,car,1,out,,
27-10,09.55 am,taxi,1,out,True,False
27-10,09.55 am,taxi,1,out,True,True
27-10,09.55 am,car,1,out,True,False
27-10,09.55 am,taxi,1,out,True,False
27-10,09.55 am,car,1,out,True,False
27-10,09.55 am,taxi,1,out,True,True
27-10,09.55 am,car,1,out,True,False
27-10,09.55 am,taxi,1,out,True,False
27-10,09.55 am,car,1,out,True,False
27-10,09.55 am,car,1,out,True,False
27-10,09.55 am,bus,1,out,True,False
27-10,09.55 am,bus,1,out,True,False
27-10,09.55 am,van,1,out,True,False
27-10,09.55 am,car,2,out,True,False
27-10,10.00 am,van,1,out,True,False
27-10,10.00 am,van,1,out,True,False
27-10,10.00 am,car,1,out,True,False
27-10,10.00 am,taxi,1,out,True,False
27-10,10.00 am,taxi,1,out,True,False
27-10,10.00 am,bus,1,out,False,False
27-10,10.00 am,car,1,out,True,False
27-10,10.00 am,bus,1,out,True,False
27-10,10.00 am,van,2,out,True,False
27-10,10.00 am,car,4,out,True,False
27-10,10.00 am,car,1,out,True,False
27-10,10.00 am,taxi,1,out,True,False
27-10,10.00 am,taxi,1,out,True,False
27-10,10.00 am,car,1,out,True,False
27-10,10.00 am,car,1,out,True,False
27-10,10.00 am,car,1,out,True,False
27-10,10.05 am,car,1,out,True,False
27-10,10.05 am,car,2,out,True,False
27-10,10.05 am,bus,10%,out,True,False
27-10,10.05 am,car,1,out,True,True
27-10,10.05 am,car,1,out,False,False
27-10,10.05 am,car,1,out,True,False
27-10,10.05 am,car,2,out,True,False
27-10,10.05 am,car,2,out,True,False
27-10,10.05 am,car,1,out,True,False
27-10,10.05 am,car,2,out,True,False
27-10,10.05 am,taxi,1,out,True,False
27-10,10.05 am,van,1,out,True,False
27-10,10.05 am,van,2,out,True,False
27-10,10.05 am,taxi,1,out,True,False
27-10,10.05 am,van,2,out,True,False
27-10,10.05 am,car,3,out,True,False
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,car,1,out,True,False
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,bus,10%,out,True,False
27-10,10.10 am,van,1,out,True,False
27-10,10.10 am,car,1,out,True,True
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,car,2,out,True,True
27-10,10.10 am,car,1,out,True,False
27-10,10.10 am,bus,5%,out,True,False
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,car,1,out,True,False
27-10,10.10 am,car,1,out,True,True
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,bus,10%,out,True,False
27-10,10.10 am,taxi,1,out,True,False
27-10,10.10 am,car,1,out,True,False
27-10,10.10 am,car,2,out,True,False
27-10,10.10 am,car,4,out,True,False
27-10,10.10 am,car,4,out,True,False
27-10,10.15 am,car,2,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,car,1,out,False,False
27-10,10.15 am,car,2,out,True,False
27-10,10.15 am,taxi,1,out,False,False
27-10,10.15 am,van,1,out,False,False
27-10,10.15 am,taxi,1,out,True,False
27-10,10.15 am,taxi,1,out,True,False
27-10,10.15 am,van,2,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,bus,5%,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,car,1,out,True,False
27-10,10.15 am,taxi,1,out,True,False
27-10,10.20 am,car,2,out,True,False
27-10,10.20 am,car,3,out,True,False
27-10,10.20 am,bus,10%,out,True,False
27-10,10.20 am,van,2,out,True,False
27-10,10.20 am,car,2,out,True,False
27-10,10.20 am,car,2,out,True,False
27-10,10.20 am,taxi,2,out,True,False
27-10,10.20 am,car,1,out,True,False
27-10,10.20 am,car,1,out,True,False
27-10,10.20 am,bus,1,out,False,False
27-10,10.20 am,van,2,out,True,False
27-10,10.20 am,car,1,out,True,False
27-10,10.20 am,car,1,out,True,True
27-10,10.20 am,bicycle,1,out,True,True
27-10,10.20 am,bus,5%,out,False,False
26-10,08.50 am,car,2,in,,
26-10,08.50 am,car,1,in,,
26-10,08.50 am,car,1,in,,
26-10,08.50 am,car,3,in,,
26-10,08.50 am,bus,100%,in,,
26-10,08.50 am,car,1,in,,
26-10,08.51 am,car,1,in,,
26-10,08.51 am,car,3,in,,
26-10,08.51 am,car,1,in,,
26-10,08.51 am,bus,100%,in,,
26-10,08.51 am,car,3,in,,
26-10,08.52 am,car,1,in,,
26-10,08.52 am,car,2,in,,
26-10,08.52 am,car,1,in,,
26-10,08.52 am,bicycle,1,in,,
26-10,08.52 am,scooter,1,in,,
26-10,08.52 am,bus,75%,in,,
26-10,08.53 am,car,1,in,,
26-10,08.53 am,bus,75%,in,,
26-10,08.53 am,car,1,in,,
26-10,08.53 am,car,1,in,,
26-10,08.53 am,car,2,in,,
26-10,08.53 am,car,1,in,,
26-10,08.53 am,car,2,in,,
26-10,08.54 am,taxi,4,in,,
26-10,08.54 am,car,1,in,,
26-10,08.54 am,car,3,in,,
26-10,08.54 am,car,1,in,,
26-10,08.54 am,car,1,in,,
26-10,08.55 am,bicycle,1,in,,
26-10,08.55 am,car,2,in,,
26-10,08.55 am,car,4,in,,
26-10,08.55 am,car,1,in,,
26-10,08.56 am,car,1,in,,
26-10,08.56 am,bicycle,1,in,,
26-10,08.56 am,bicycle,1,in,,
26-10,08.56 am,bus,75%,in,,
26-10,08.56 am,lorry,2,in,,
26-10,08.56 am,taxi,4,in,,
26-10,08.56 am,car,1,in,,
26-10,08.57 am,car,1,in,,
26-10,08.57 am,car,1,in,,
26-10,08.57 am,car,1,in,,
26-10,08.57 am,car,3,in,,
26-10,08.57 am,car,1,in,,
26-10,08.57 am,car,2,in,,
26-10,08.57 am,car,2,in,,
26-10,08.58 am,car,4,in,,
26-10,08.58 am,car,1,in,,
26-10,08.58 am,car,1,in,,
26-10,08.58 am,car,2,in,,
26-10,08.58 am,car,3,in,,
26-10,08.58 am,car,2,in,,
26-10,08.59 am,car,2,in,,
26-10,08.59 am,motorcycle,1,in,,
26-10,08.59 am,car,1,in,,
26-10,08.59 am,car,1,in,,
26-10,08.59 am,car,3,in,,
26-10,09.00 am,car,1,in,,
26-10,09.00 am,car,2,in,,
26-10,09.00 am,car,2,in,,
26-10,09.00 am,car,3,in,,
26-10,09.01 am,bicycle,1,in,,
26-10,09.01 am,bicycle,1,in,,
26-10,09.01 am,car,1,in,,
26-10,09.02 am,car,2,in,,
26-10,09.02 am,car,1,in,,
26-10,09.02 am,car,4,in,,
26-10,09.02 am,car,2,in,,
26-10,09.02 am,van,1,in,,
26-10,09.03 am,car,1,in,,
26-10,09.03 am,car,4,in,,
26-10,09.03 am,car,2,in,,
26-10,09.03 am,car,2,in,,
26-10,09.03 am,car,2,in,,
26-10,09.03 am,car,2,in,,
26-10,09.03 am,car,2,in,,
26-10,09.03 am,car,3,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,car,1,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,bicycle,1,in,,
26-10,09.04 am,car,2,in,,
26-10,09.04 am,car,1,in,,
26-10,09.04 am,car,1,in,,
26-10,09.05 am,bicycle,1,in,,
26-10,09.05 am,motorcycle,1,in,,
26-10,09.05 am,car,1,in,,
26-10,09.05 am,car,2,in,,
26-10,09.05 am,car,2,in,,
26-10,09.05 am,car,2,in,,
26-10,09.05 am,car,2,in,,
26-10,09.06 am,car,2,in,,
26-10,09.06 am,bus,80%,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,motorcycle,1,in,,
26-10,09.06 am,lorry,2,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,car,1,in,,
26-10,09.06 am,car,1,in,,
26-10,09.07 am,car,2,in,,
26-10,09.07 am,car,1,in,,
26-10,09.07 am,motorcycle,1,in,,
26-10,09.07 am,bicycle,1,in,,
26-10,09.07 am,car,2,in,,
26-10,09.07 am,car,2,in,,
26-10,09.07 am,bus,50%,in,,
26-10,09.07 am,car,1,in,,
26-10,09.08 am,bicycle,1,in,,
26-10,09.08 am,bicycle,1,in,,
26-10,09.08 am,car,1,in,,
26-10,09.08 am,car,1,in,,
26-10,09.08 am,car,1,in,,
26-10,09.08 am,car,1,in,,
26-10,09.09 am,car,2,in,,
26-10,09.09 am,car,1,in,,
26-10,09.09 am,car,1,in,,
26-10,09.09 am,car,1,in,,
26-10,09.09 am,car,1,in,,
26-10,09.09 am,car,2,in,,
26-10,09.09 am,car,3,in,,
26-10,09.10 am,car,1,in,,
26-10,09.10 am,bicycle,1,in,,
26-10,09.10 am,bus,100%,in,,
26-10,09.10 am,car,1,in,,
26-10,09.10 am,car,2,in,,
26-10,09.10 am,car,2,in,,
26-10,09.11 am,car,1,in,,
26-10,09.11 am,car,1,in,,
26-10,09.11 am,taxi,3,in,,
26-10,09.11 am,car,2,in,,
26-10,09.11 am,car,1,in,,
26-10,09.11 am,van,2,in,,
26-10,09.11 am,bicycle,1,in,,
26-10,09.12 am,bicycle,1,in,,
26-10,09.12 am,car,1,in,,
26-10,09.12 am,car,1,in,,
26-10,09.12 am,car,4,in,,
26-10,09.12 am,car,1,in,,
26-10,09.12 am,taxi,3,in,,
26-10,09.12 am,car,2,in,,
26-10,09.12 am,car,2,in,,
26-10,09.12 am,car,3,in,,
26-10,09.13 am,bicycle,1,in,,
26-10,09.13 am,bus,50%,in,,
26-10,09.13 am,car,2,in,,
26-10,09.13 am,car,1,in,,
26-10,09.13 am,car,1,in,,
26-10,09.13 am,car,1,in,,
26-10,09.13 am,bus,25%,in,,
26-10,09.13 am,car,1,in,,
26-10,09.13 am,bus,60%,in,,
26-10,09.14 am,bicycle,1,in,,
26-10,09.14 am,car,2,in,,
26-10,09.14 am,motorcycle,1,in,,
26-10,09.14 am,car,1,in,,
26-10,09.14 am,car,2,in,,
26-10,09.14 am,bus,50%,in,,
26-10,09.15 am,car,3,in,,
26-10,09.15 am,car,1,in,,
26-10,09.15 am,car,1,in,,
26-10,09.15 am,car,3,in,,
26-10,09.15 am,car,1,in,,
26-10,09.16 am,car,1,in,,
26-10,09.16 am,car,1,in,,
26-10,09.16 am,bus,75%,in,,
26-10,09.16 am,van,1,in,,
26-10,09.16 am,car,1,in,,
26-10,09.16 am,car,1,in,,
26-10,09.16 am,motorcycle,1,in,,
26-10,09.16 am,motorcycle,1,in,,
26-10,09.17 am,car,1,in,,
26-10,09.17 am,car,2,in,,
26-10,09.17 am,car,2,in,,
26-10,09.17 am,car,2,in,,
26-10,09.17 am,car,3,in,,
26-10,09.17 am,bus,90%,in,,
26-10,09.18 am,car,4,in,,
26-10,09.18 am,car,2,in,,
26-10,09.18 am,car,1,in,,
26-10,09.18 am,car,1,in,,
26-10,09.18 am,bus,100%,in,,
26-10,09.19 am,car,1,in,,
26-10,09.19 am,car,3,in,,
26-10,09.19 am,car,2,in,,
26-10,09.19 am,car,1,in,,
26-10,09.19 am,car,3,in,,
26-10,09.19 am,car,1,in,,
26-10,09.19 am,car,1,in,,
26-10,09.20 am,bus,25%,in,,
26-10,09.20 am,car,1,in,,
26-10,09.20 am,car,1,in,,
26-10,09.20 am,car,1,in,,
26-10,09.20 am,car,1,in,,
23-10,10.20 am,car,1,out,,False
23-10,10.20 am,taxi,1,out,,False
23-10,10.20 am,lorry,1,out,,False
23-10,10.20 am,lorry,1,out,,False
23-10,10.20 am,bus,9%,out,,False
23-10,10.25 am,lorry,1,out,,False
23-10,10.25 am,bus,36%,out,,False
23-10,10.25 am,car,1,out,,False
23-10,10.25 am,van,1,out,,False
23-10,10.25 am,car,1,out,,False
23-10,10.25 am,bus,2%,out,,False
23-10,10.25 am,car,1,out,,False
23-10,10.25 am,lorry,2,out,,False
23-10,10.25 am,bus,2%,out,,False
23-10,10.25 am,car,1,out,,False
23-10,10.30 am,van,1,out,,False
23-10,10.30 am,bus,7%,out,,False
23-10,10.30 am,bus,2%,out,,False
23-10,10.30 am,car,1,out,,False
23-10,10.30 am,car,1,out,,False
23-10,10.30 am,car,1,out,,False
23-10,10.35 am,van,1,out,,False
23-10,10.35 am,van,1,out,,False
23-10,10.35 am,car,1,out,,False
23-10,10.35 am,car,2,out,,False
23-10,10.35 am,bus,9%,out,,False
23-10,10.35 am,car,1,out,,False
23-10,10.35 am,car,1,out,,False
23-10,10.35 am,bus,2%,out,,False
23-10,10.35 am,bicycle,1,out,,False
23-10,10.35 am,car,1,out,,False
23-10,10.40 am,bus,2%,out,,False
23-10,10.40 am,lorry,1,out,,False
23-10,10.40 am,car,1,out,,False
23-10,10.40 am,car,2,out,,False
23-10,10.40 am,car,1,out,,False
23-10,10.40 am,car,1,out,,False
23-10,10.45 am,bus,2%,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.45 am,taxi,1,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.45 am,lorry,1,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.45 am,car,1,out,,False
23-10,10.50 am,taxi,1,out,,False
23-10,10.50 am,bus,2%,out,,False
23-10,10.50 am,car,1,out,,False
23-10,10.50 am,car,1,out,,False
23-10,10.20 am,bus,36%,in,,False
23-10,10.20 am,car,1,in,,False
23-10,10.20 am,car,1,in,,False
23-10,10.20 am,motorcycle,1,in,,False
23-10,10.20 am,car,1,in,,False
23-10,10.20 am,lorry,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,bicycle,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,van,1,in,,False
23-10,10.25 am,van,1,in,,False
23-10,10.25 am,car,2,in,,False
23-10,10.25 am,bus,45%,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,2,in,,False
23-10,10.25 am,car,3,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,2,in,,False
23-10,10.25 am,car,4,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.25 am,car,1,in,,False
23-10,10.30 am,bus,27%,in,,False
23-10,10.30 am,car,2,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,2,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,van,1,in,,False
23-10,10.30 am,van,1,in,,False
23-10,10.30 am,bus,73%,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,bus,36%,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,lorry,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,2,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,1,in,,False
23-10,10.30 am,car,2,in,,False
23-10,10.30 am,bicycle,1,in,,False
23-10,10.35 am,car,2,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,van,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,bus,13%,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,2,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,2,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.35 am,car,1,in,,False
23-10,10.40 am,car,2,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,True
23-10,10.40 am,car,2,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,2,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,van,1,in,,False
23-10,10.40 am,bus,55%,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,bus,55%,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,lorry,1,in,,False
23-10,10.40 am,car,2,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.40 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,van,1,in,,False
23-10,10.45 am,car,2,in,,False
23-10,10.45 am,car,3,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,bus,91%,in,,False
23-10,10.45 am,bus,64%,in,,False
23-10,10.45 am,lorry,1,in,,False
23-10,10.45 am,taxi,2,in,,True
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,taxi,2,in,,False
23-10,10.45 am,car,4,in,,False
23-10,10.45 am,car,2,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,2,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.45 am,bus,100%,in,,False
23-10,10.45 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,False
23-10,10.50 am,car,1,in,,True
24-10,09.30 am,car,4,out,,
24-10,09.31 am,bus,5%,out,,
24-10,09.31 am,taxi,1,out,,
24-10,09.32 am,car,1,out,,
24-10,09.32 am,car,1,out,,
24-10,09.34 am,car,1,out,,
24-10,09.35 am,bus,5%,out,,
24-10,09.37 am,car,4,out,,
24-10,09.37 am,bus,1%,out,,
24-10,09.38 am,car,1,out,,
24-10,09.39 am,taxi,1,out,,
24-10,09.39 am,bus,5%,out,,
24-10,09.40 am,car,3,out,,
24-10,09.40 am,bus,1%,out,,
24-10,09.40 am,car,1,out,,
24-10,09.41 am,bus,1%,out,,
24-10,09.42 am,car,1,out,,
24-10,09.42 am,car,1,out,,
24-10,09.43 am,bicycle,1,out,,
24-10,09.43 am,car,1,out,,
24-10,09.46 am,car,1,out,,
24-10,09.46 am,taxi,1,out,,
24-10,09.48 am,car,1,out,,
24-10,09.48 am,car,1,out,,
24-10,09.49 am,car,1,out,,
24-10,09.49 am,bus,3%,out,,
24-10,09.50 am,bus,5%,out,,
24-10,09.50 am,car,1,out,,
24-10,09.50 am,car,1,out,,
24-10,09.50 am,car,1,out,,
24-10,09.51 am,car,3,out,,
24-10,09.52 am,bus,1%,out,,
24-10,09.52 am,bus,5%,out,,
24-10,09.52 am,car,1,out,,
24-10,09.52 am,car,2,out,,
24-10,09.54 am,car,1,out,,
24-10,09.54 am,car,1,out,,
24-10,09.57 am,car,3,out,,
24-10,09.59 am,car,1,out,,
24-10,09.59 am,car,2,out,,
